site_code,quadrat_num,species_code,PFT_fine,PFT_coarse,height
STONE01,90m,VACVIT,EVERGREEN SHRUBS,SHRUBS,3.75
STONE01,90m,HIEALP,GRASSES,GRAMINOIDS,13.75
STONE01,90m,CETCUC,LICHENS,LICHENS,1.125
STONE01,90m,CLAMIT,LICHENS,LICHENS,1.125
STONE01,90m,SPHGLO,LICHENS,LICHENS,1.125
STONE01,90m,CRUSTOSE,LITTER,LITTER,1.125
STONE01,90m,DWARF SHRUB TOTAL,TOTAL,TOTAL,3.75
STONE01,90m,LICHEN TOTAL,TOTAL,TOTAL,1.125
STONE02,0m,VACULI,DECIDUOUS SHRUBS,SHRUBS,9.6
STONE02,0m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,5.2
STONE02,0m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,5.2
STONE02,0m,VACVIT,EVERGREEN SHRUBS,SHRUBS,5.2
STONE02,0m,DWARF SHRUB TOTAL,TOTAL,TOTAL,5.2
STONE02,10m,BETUL,DECIDUOUS SHRUBS,SHRUBS,19.66666667
STONE02,10m,SALPUL,DECIDUOUS SHRUBS,SHRUBS,15.66666667
STONE02,10m,VACULI,DECIDUOUS SHRUBS,SHRUBS,14.33333333
STONE02,10m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,4.333333333
STONE02,10m,LEDPAL,EVERGREEN SHRUBS,SHRUBS,8
STONE02,10m,PEDIC,FORBS,FORBS,7.5
STONE02,10m,PETFRI,FORBS,FORBS,6
STONE02,10m,FLACUC,LICHENS,LICHENS,2
STONE02,10m,THAVER,LICHENS,LICHENS,2
STONE02,10m,CAREX,SEDGES,GRAMINOIDS,11.33333333
STONE02,10m,ERIOP,SEDGES,GRAMINOIDS,15.5
STONE02,10m,LICHEN TOTAL,TOTAL,TOTAL,2
STONE02,20m,VACULI,DECIDUOUS SHRUBS,SHRUBS,7.6
STONE02,20m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,5
STONE02,20m,VACVIT,EVERGREEN SHRUBS,SHRUBS,5
STONE02,20m,CETCUC,LICHENS,LICHENS,1
STONE02,20m,CLADO,LICHENS,LICHENS,1
STONE02,20m,CLAMIT,LICHENS,LICHENS,1
STONE02,20m,CAREX,SEDGES,GRAMINOIDS,6
STONE02,20m,DWARF SHRUB TOTAL,TOTAL,TOTAL,5
STONE02,20m,LICHEN TOTAL,TOTAL,TOTAL,1
STONE02,20m,SHRUB TOTAL,TOTAL,TOTAL,9.6
STONE02,30m,BETUL,DECIDUOUS SHRUBS,SHRUBS,13
STONE02,30m,SALPUL,DECIDUOUS SHRUBS,SHRUBS,22.5
STONE02,30m,VACULI,DECIDUOUS SHRUBS,SHRUBS,17.66666667
STONE02,30m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,6
STONE02,30m,LEDPAL,EVERGREEN SHRUBS,SHRUBS,8
STONE02,30m,VACVIT,EVERGREEN SHRUBS,SHRUBS,3.333333333
STONE02,30m,PEDIC,FORBS,FORBS,11
STONE02,30m,CLAMIT,LICHENS,LICHENS,1.5
STONE02,30m,CLARAN,LICHENS,LICHENS,1.5
STONE02,30m,FLACUC,LICHENS,LICHENS,1.5
STONE02,30m,THAVER,LICHENS,LICHENS,1.5
STONE02,30m,CAREX,SEDGES,GRAMINOIDS,11.33333333
STONE02,30m,LICHEN TOTAL,TOTAL,TOTAL,1.5
STONE02,40m,BETNAN,DECIDUOUS SHRUBS,SHRUBS,14.2
STONE02,40m,VACULI,DECIDUOUS SHRUBS,SHRUBS,14.2
STONE02,40m,CETCUC,LICHENS,LICHENS,0.5
STONE02,40m,CLADO,LICHENS,LICHENS,0.5
STONE02,40m,CLAMIT,LICHENS,LICHENS,0.5
STONE02,40m,CLARAN,LICHENS,LICHENS,0.5
STONE02,40m,CAREX,SEDGES,GRAMINOIDS,6
STONE02,40m,LICHEN TOTAL,TOTAL,TOTAL,0.5
STONE02,40m,SHRUB TOTAL,TOTAL,TOTAL,14.2
STONE02,50m,VACULI,DECIDUOUS SHRUBS,SHRUBS,9.666666667
STONE02,50m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,3
STONE02,50m,CAREX,SEDGES,GRAMINOIDS,11
STONE02,50m,ERIOP,SEDGES,GRAMINOIDS,15.66666667
STONE02,60m,ARCTO,DECIDUOUS SHRUBS,SHRUBS,4.2
STONE02,60m,SALPUL,DECIDUOUS SHRUBS,SHRUBS,8.2
STONE02,60m,VACULI,DECIDUOUS SHRUBS,SHRUBS,8.2
STONE02,60m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,4.2
STONE02,60m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,8.2
STONE02,60m,VACVIT,EVERGREEN SHRUBS,SHRUBS,4.2
STONE02,60m,CETCUC,LICHENS,LICHENS,0.5
STONE02,60m,CLADO,LICHENS,LICHENS,0.5
STONE02,60m,CAREX,SEDGES,GRAMINOIDS,6
STONE02,60m,DWARF SHRUB TOTAL,TOTAL,TOTAL,4.2
STONE02,60m,LICHEN TOTAL,TOTAL,TOTAL,0.5
STONE02,60m,SHRUB TOTAL,TOTAL,TOTAL,8.2
STONE02,70m,ARCTO,DECIDUOUS SHRUBS,SHRUBS,4.166666667
STONE02,70m,VACULI,DECIDUOUS SHRUBS,SHRUBS,9.5
STONE02,70m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,5.666666667
STONE02,70m,LEDPAL,EVERGREEN SHRUBS,SHRUBS,9.333333333
STONE02,70m,VACVIT,EVERGREEN SHRUBS,SHRUBS,2
STONE02,70m,HIEALP,GRASSES,GRAMINOIDS,8.5
STONE02,70m,CLAMIT,LICHENS,LICHENS,2
STONE02,70m,CLARAN,LICHENS,LICHENS,2
STONE02,70m,FLACUC,LICHENS,LICHENS,2
STONE02,70m,THAVER,LICHENS,LICHENS,2
STONE02,70m,CAREX,SEDGES,GRAMINOIDS,14
STONE02,70m,LICHEN TOTAL,TOTAL,TOTAL,2
STONE02,80m,SALPUL,DECIDUOUS SHRUBS,SHRUBS,10.2
STONE02,80m,VACULI,DECIDUOUS SHRUBS,SHRUBS,10.2
STONE02,80m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,3.75
STONE02,80m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,10.2
STONE02,80m,VACVIT,EVERGREEN SHRUBS,SHRUBS,3.75
STONE02,80m,PETFRI,FORBS,FORBS,5
STONE02,80m,POLBIS,FORBS,FORBS,5
STONE02,80m,POA,GRASSES,GRAMINOIDS,10
STONE02,80m,LICHEN,LICHENS,LICHENS,1
STONE02,80m,CAREX,SEDGES,GRAMINOIDS,10
STONE02,80m,DWARF SHRUB TOTAL,TOTAL,TOTAL,3.8
STONE02,80m,FORB TOTAL,TOTAL,TOTAL,5
STONE02,80m,GRAMINOID TOTAL,TOTAL,TOTAL,10
STONE02,80m,SHRUB TOTAL,TOTAL,TOTAL,10.2
STONE02,90m,VACULI,DECIDUOUS SHRUBS,SHRUBS,14
STONE02,90m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,5
STONE02,90m,LEDPAL,EVERGREEN SHRUBS,SHRUBS,8.5
STONE02,90m,PETFRI,FORBS,FORBS,3
STONE02,90m,CLAMIT,LICHENS,LICHENS,2.6
STONE02,90m,FLACUC,LICHENS,LICHENS,2.6
STONE02,90m,MASRIC,LICHENS,LICHENS,2.6
STONE02,90m,THAVER,LICHENS,LICHENS,2.6
STONE02,90m,CAREX,SEDGES,GRAMINOIDS,13.33333333
STONE02,90m,LICHEN TOTAL,TOTAL,TOTAL,2.166666667
SWEDE,0m,ARCALP,DECIDUOUS SHRUBS,SHRUBS,6.666666667
SWEDE,0m,VACULI,DECIDUOUS SHRUBS,SHRUBS,5.5
SWEDE,0m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,3.666666667
SWEDE,0m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,8.666666667
SWEDE,0m,VACVIT,EVERGREEN SHRUBS,SHRUBS,6.666666667
SWEDE,0m,POLBIS,FORBS,FORBS,14
SWEDE,0m,CETCUC,LICHENS,LICHENS,7
SWEDE,0m,CETISL,LICHENS,LICHENS,6.333333333
SWEDE,0m,CAREX,SEDGES,GRAMINOIDS,13.66666667
SWEDE,10m,ARCALP,DECIDUOUS SHRUBS,SHRUBS,7
SWEDE,10m,BETNAN,DECIDUOUS SHRUBS,SHRUBS,16.66666667
SWEDE,10m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,4.666666667
SWEDE,10m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,9
SWEDE,10m,VACVIT,EVERGREEN SHRUBS,SHRUBS,6.666666667
SWEDE,10m,POLBIS,FORBS,FORBS,11.33333333
SWEDE,10m,CETCUC,LICHENS,LICHENS,3.333333333
SWEDE,10m,CLAARB,LICHENS,LICHENS,4
SWEDE,10m,PELTI,LICHENS,LICHENS,5
SWEDE,10m,CAREX,SEDGES,GRAMINOIDS,23
SWEDE,20m,ARCALP,DECIDUOUS SHRUBS,SHRUBS,6.333333333
SWEDE,20m,VACULI,DECIDUOUS SHRUBS,SHRUBS,10.66666667
SWEDE,20m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,8
SWEDE,20m,VACVIT,EVERGREEN SHRUBS,SHRUBS,4.666666667
SWEDE,20m,LUPARC,FORBS,FORBS,15
SWEDE,20m,POLBIS,FORBS,FORBS,10.33333333
SWEDE,20m,RUBCHA,FORBS,FORBS,1.5
SWEDE,20m,CETCUC,LICHENS,LICHENS,8.666666667
SWEDE,20m,CETISL,LICHENS,LICHENS,5
SWEDE,20m,CLAARB,LICHENS,LICHENS,4
SWEDE,20m,CLADO,LICHENS,LICHENS,4.333333333
SWEDE,20m,PELTI,LICHENS,LICHENS,1
SWEDE,20m,CAREX,SEDGES,GRAMINOIDS,16.66666667
SWEDE,30m,BETNAN,DECIDUOUS SHRUBS,SHRUBS,28.33333333
SWEDE,30m,VACULI,DECIDUOUS SHRUBS,SHRUBS,11
SWEDE,30m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,4
SWEDE,30m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,11.33333333
SWEDE,30m,VACVIT,EVERGREEN SHRUBS,SHRUBS,4.666666667
SWEDE,30m,POLBIS,FORBS,FORBS,11.66666667
SWEDE,30m,SAXNEL,FORBS,FORBS,3
SWEDE,30m,CETCUC,LICHENS,LICHENS,6.666666667
SWEDE,30m,CETISL,LICHENS,LICHENS,4
SWEDE,30m,MASRIC,LICHENS,LICHENS,9
SWEDE,30m,PELTI,LICHENS,LICHENS,2
SWEDE,30m,CAREX,SEDGES,GRAMINOIDS,17.66666667
SWEDE,40m,BETNAN,DECIDUOUS SHRUBS,SHRUBS,38
SWEDE,40m,SALPUL,DECIDUOUS SHRUBS,SHRUBS,19
SWEDE,40m,VACULI,DECIDUOUS SHRUBS,SHRUBS,7.666666667
SWEDE,40m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,4.333333333
SWEDE,40m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,9.666666667
SWEDE,40m,VACVIT,EVERGREEN SHRUBS,SHRUBS,3.333333333
SWEDE,40m,RUBCHA,FORBS,FORBS,9
SWEDE,40m,CETRA,LICHENS,LICHENS,2
SWEDE,40m,CLAARB,LICHENS,LICHENS,3
SWEDE,40m,CAREX,SEDGES,GRAMINOIDS,15.66666667
SWEDE,50m,BETNAN,DECIDUOUS SHRUBS,SHRUBS,23.5
SWEDE,50m,VACULI,DECIDUOUS SHRUBS,SHRUBS,8.666666667
SWEDE,50m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,2.666666667
SWEDE,50m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,10
SWEDE,50m,VACVIT,EVERGREEN SHRUBS,SHRUBS,3
SWEDE,50m,RUBCHA,FORBS,FORBS,6.666666667
SWEDE,50m,CETCUC,LICHENS,LICHENS,2.333333333
SWEDE,50m,CAREX,SEDGES,GRAMINOIDS,16.33333333
SWEDE,60m,ARCALP,DECIDUOUS SHRUBS,SHRUBS,4.666666667
SWEDE,60m,BETNAN,DECIDUOUS SHRUBS,SHRUBS,15.66666667
SWEDE,60m,SALPUL,DECIDUOUS SHRUBS,SHRUBS,16
SWEDE,60m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,9.333333333
SWEDE,60m,VACVIT,EVERGREEN SHRUBS,SHRUBS,4
SWEDE,60m,RUBCHA,FORBS,FORBS,3.666666667
SWEDE,60m,CETCUC,LICHENS,LICHENS,3
SWEDE,60m,PELTI,LICHENS,LICHENS,2
SWEDE,60m,CAREX,SEDGES,GRAMINOIDS,15
SWEDE,70m,BETNAN,DECIDUOUS SHRUBS,SHRUBS,20
SWEDE,70m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,4
SWEDE,70m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,12.66666667
SWEDE,70m,VACVIT,EVERGREEN SHRUBS,SHRUBS,3.333333333
SWEDE,70m,RUBCHA,FORBS,FORBS,6.333333333
SWEDE,70m,CAREX,SEDGES,GRAMINOIDS,17.33333333
SWEDE,80m,ARCALP,DECIDUOUS SHRUBS,SHRUBS,5.333333333
SWEDE,80m,BETNAN,DECIDUOUS SHRUBS,SHRUBS,23.33333333
SWEDE,80m,VACULI,DECIDUOUS SHRUBS,SHRUBS,12.66666667
SWEDE,80m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,9.333333333
SWEDE,80m,VACVIT,EVERGREEN SHRUBS,SHRUBS,5
SWEDE,80m,POLBIS,FORBS,FORBS,7
SWEDE,80m,RUBCHA,FORBS,FORBS,6.333333333
SWEDE,80m,CETCUC,LICHENS,LICHENS,6.666666667
SWEDE,80m,CETISL,LICHENS,LICHENS,4.666666667
SWEDE,80m,CAREX,SEDGES,GRAMINOIDS,21.66666667
SWEDE,90m,BETNAN,DECIDUOUS SHRUBS,SHRUBS,14.33333333
SWEDE,90m,VACULI,DECIDUOUS SHRUBS,SHRUBS,7
SWEDE,90m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,9
SWEDE,90m,VACVIT,EVERGREEN SHRUBS,SHRUBS,1.666666667
SWEDE,90m,POLBIS,FORBS,FORBS,6
SWEDE,90m,RUBCHA,FORBS,FORBS,6.333333333
SWEDE,90m,CETCUC,LICHENS,LICHENS,5
SWEDE,90m,CETISL,LICHENS,LICHENS,1.666666667
SWEDE,90m,PELTI,LICHENS,LICHENS,3
SWEDE,90m,CAREX,SEDGES,GRAMINOIDS,21
THISTLE,0m,ARCALP,DECIDUOUS SHRUBS,SHRUBS,2.333333333
THISTLE,0m,VACULI,DECIDUOUS SHRUBS,SHRUBS,5.666666667
THISTLE,0m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,2.666666667
THISTLE,0m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,5
THISTLE,0m,VACVIT,EVERGREEN SHRUBS,SHRUBS,2.333333333
THISTLE,0m,RUBCHA,FORBS,FORBS,4
THISTLE,0m,CETCUC,LICHENS,LICHENS,4
THISTLE,0m,CLADO,LICHENS,LICHENS,3.333333333
THISTLE,0m,CLASTE,LICHENS,LICHENS,3.666666667
THISTLE,0m,STEREO,LICHENS,LICHENS,1.666666667
THISTLE,0m,CAREX,SEDGES,GRAMINOIDS,13.66666667
THISTLE,10m,VACULI,DECIDUOUS SHRUBS,SHRUBS,4
THISTLE,10m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,4
THISTLE,10m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,6
THISTLE,10m,VACVIT,EVERGREEN SHRUBS,SHRUBS,2.666666667
THISTLE,10m,RUBCHA,FORBS,FORBS,7.333333333
THISTLE,10m,HIEALP,GRASSES,GRAMINOIDS,14.33333333
THISTLE,10m,CETCUC,LICHENS,LICHENS,3.333333333
THISTLE,10m,CETISL,LICHENS,LICHENS,1.333333333
THISTLE,10m,CLAARB,LICHENS,LICHENS,3.333333333
THISTLE,10m,CLADO,LICHENS,LICHENS,1.666666667
THISTLE,10m,CLASTY,LICHENS,LICHENS,3
THISTLE,10m,STEREO,LICHENS,LICHENS,1.666666667
THISTLE,10m,CAREX,SEDGES,GRAMINOIDS,19.66666667
THISTLE,20m,ARCALP,DECIDUOUS SHRUBS,SHRUBS,1.666666667
THISTLE,20m,VACULI,DECIDUOUS SHRUBS,SHRUBS,6.666666667
THISTLE,20m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,4
THISTLE,20m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,9
THISTLE,20m,VACVIT,EVERGREEN SHRUBS,SHRUBS,2
THISTLE,20m,RUBCHA,FORBS,FORBS,12
THISTLE,20m,CETCUC,LICHENS,LICHENS,4.333333333
THISTLE,20m,CLADO,LICHENS,LICHENS,3.666666667
THISTLE,20m,CLASTY,LICHENS,LICHENS,3.333333333
THISTLE,20m,CAREX,SEDGES,GRAMINOIDS,18.66666667
THISTLE,30m,ARCTO,DECIDUOUS SHRUBS,SHRUBS,1.666666667
THISTLE,30m,SALPUL,DECIDUOUS SHRUBS,SHRUBS,18
THISTLE,30m,VACULI,DECIDUOUS SHRUBS,SHRUBS,6
THISTLE,30m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,4
THISTLE,30m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,4.666666667
THISTLE,30m,VACVIT,EVERGREEN SHRUBS,SHRUBS,4
THISTLE,30m,CETCUC,LICHENS,LICHENS,2.333333333
THISTLE,30m,CETISL,LICHENS,LICHENS,1.666666667
THISTLE,30m,CETNIV,LICHENS,LICHENS,1.333333333
THISTLE,30m,CLAARB,LICHENS,LICHENS,2.333333333
THISTLE,30m,CLADO,LICHENS,LICHENS,1.333333333
THISTLE,30m,CLASTY,LICHENS,LICHENS,1
THISTLE,30m,PELTI,LICHENS,LICHENS,1.333333333
THISTLE,30m,CAREX,SEDGES,GRAMINOIDS,8
THISTLE,40m,BETNAN,DECIDUOUS SHRUBS,SHRUBS,23.66666667
THISTLE,40m,SALPUL,DECIDUOUS SHRUBS,SHRUBS,15.33333333
THISTLE,40m,VACULI,DECIDUOUS SHRUBS,SHRUBS,4.333333333
THISTLE,40m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,4
THISTLE,40m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,4.333333333
THISTLE,40m,VACVIT,EVERGREEN SHRUBS,SHRUBS,1.333333333
THISTLE,40m,POLYG,FORBS,FORBS,4.666666667
THISTLE,40m,CETCUC,LICHENS,LICHENS,3.333333333
THISTLE,40m,CETISL,LICHENS,LICHENS,3.666666667
THISTLE,40m,CLAARB,LICHENS,LICHENS,1.666666667
THISTLE,40m,CLASTY,LICHENS,LICHENS,1.666666667
THISTLE,40m,CAREX,SEDGES,GRAMINOIDS,21
THISTLE,50m,BETNAN,DECIDUOUS SHRUBS,SHRUBS,13.33333333
THISTLE,50m,SALPUL,DECIDUOUS SHRUBS,SHRUBS,17
THISTLE,50m,VACULI,DECIDUOUS SHRUBS,SHRUBS,4.666666667
THISTLE,50m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,7.333333333
THISTLE,50m,VACVIT,EVERGREEN SHRUBS,SHRUBS,3
THISTLE,50m,CLAARB,LICHENS,LICHENS,2.666666667
THISTLE,50m,PELTI,LICHENS,LICHENS,1.666666667
THISTLE,50m,CAREX,SEDGES,GRAMINOIDS,14.66666667
THISTLE,60m,BETNAN,DECIDUOUS SHRUBS,SHRUBS,17.33333333
THISTLE,60m,SALPUL,DECIDUOUS SHRUBS,SHRUBS,19
THISTLE,60m,VACULI,DECIDUOUS SHRUBS,SHRUBS,5
THISTLE,60m,CASTET,EVERGREEN SHRUBS,SHRUBS,4
THISTLE,60m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,3.333333333
THISTLE,60m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,6.666666667
THISTLE,60m,VACVIT,EVERGREEN SHRUBS,SHRUBS,2.333333333
THISTLE,60m,POLYG,FORBS,FORBS,8.333333333
THISTLE,60m,CETCUC,LICHENS,LICHENS,3.666666667
THISTLE,60m,CETISL,LICHENS,LICHENS,2.333333333
THISTLE,60m,CLAARB,LICHENS,LICHENS,1.333333333
THISTLE,60m,CLADO,LICHENS,LICHENS,2.333333333
THISTLE,60m,CLASTE,LICHENS,LICHENS,4
THISTLE,60m,CLASTY,LICHENS,LICHENS,1.333333333
THISTLE,60m,DACARC,LICHENS,LICHENS,2
THISTLE,60m,MASRIC,LICHENS,LICHENS,5.666666667
THISTLE,60m,CAREX,SEDGES,GRAMINOIDS,11
THISTLE,70m,ARCTO,DECIDUOUS SHRUBS,SHRUBS,2.333333333
THISTLE,70m,VACULI,DECIDUOUS SHRUBS,SHRUBS,3.333333333
THISTLE,70m,CASTET,EVERGREEN SHRUBS,SHRUBS,7.666666667
THISTLE,70m,DRYAS,EVERGREEN SHRUBS,SHRUBS,3.666666667
THISTLE,70m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,3.666666667
THISTLE,70m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,5
THISTLE,70m,VACVIT,EVERGREEN SHRUBS,SHRUBS,4
THISTLE,70m,POLYG,FORBS,FORBS,8.333333333
THISTLE,70m,SAXNEL,FORBS,FORBS,4
THISTLE,70m,CETCUC,LICHENS,LICHENS,2.333333333
THISTLE,70m,CETISL,LICHENS,LICHENS,3
THISTLE,70m,CLAARB,LICHENS,LICHENS,2
THISTLE,70m,CLADO,LICHENS,LICHENS,2.666666667
THISTLE,70m,CLASTE,LICHENS,LICHENS,3
THISTLE,70m,CLASTY,LICHENS,LICHENS,1
THISTLE,70m,MASRIC,LICHENS,LICHENS,3
THISTLE,70m,PELTI,LICHENS,LICHENS,1
THISTLE,70m,CAREX,SEDGES,GRAMINOIDS,13.33333333
THISTLE,80m,BETNAN,DECIDUOUS SHRUBS,SHRUBS,18
THISTLE,80m,SALPUL,DECIDUOUS SHRUBS,SHRUBS,24.33333333
THISTLE,80m,VACULI,DECIDUOUS SHRUBS,SHRUBS,4.333333333
THISTLE,80m,CASTET,EVERGREEN SHRUBS,SHRUBS,6
THISTLE,80m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,2.333333333
THISTLE,80m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,5
THISTLE,80m,VACVIT,EVERGREEN SHRUBS,SHRUBS,2.666666667
THISTLE,80m,POLYG,FORBS,FORBS,6.666666667
THISTLE,80m,SAXNEL,FORBS,FORBS,1
THISTLE,80m,CETCUC,LICHENS,LICHENS,1.333333333
THISTLE,80m,CETISL,LICHENS,LICHENS,1.666666667
THISTLE,80m,CLAARB,LICHENS,LICHENS,1
THISTLE,80m,CLADO,LICHENS,LICHENS,1.666666667
THISTLE,80m,CLASTE,LICHENS,LICHENS,1
THISTLE,80m,CLASTY,LICHENS,LICHENS,1
THISTLE,80m,PELTI,LICHENS,LICHENS,1
THISTLE,80m,CAREX,SEDGES,GRAMINOIDS,17.66666667
THISTLE,90m,ARCTO,DECIDUOUS SHRUBS,SHRUBS,3
THISTLE,90m,VACULI,DECIDUOUS SHRUBS,SHRUBS,5
THISTLE,90m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,4
THISTLE,90m,POLYG,FORBS,FORBS,5
THISTLE,90m,CETCUC,LICHENS,LICHENS,1
THISTLE,90m,CETISL,LICHENS,LICHENS,2
THISTLE,90m,CLAARB,LICHENS,LICHENS,1
THISTLE,90m,CLADO,LICHENS,LICHENS,1
THISTLE,90m,CLASTY,LICHENS,LICHENS,1.333333333
THISTLE,90m,CAREX,SEDGES,GRAMINOIDS,8.333333333
THREEFINGERS,0m,ARCRUB,DECIDUOUS SHRUBS,SHRUBS,5
THREEFINGERS,0m,CASTET,EVERGREEN SHRUBS,SHRUBS,9
THREEFINGERS,0m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,7
THREEFINGERS,0m,VACVIT,EVERGREEN SHRUBS,SHRUBS,7
THREEFINGERS,0m,CETRA,LICHENS,LICHENS,1
THREEFINGERS,0m,CLAMIT,LICHENS,LICHENS,2
THREEFINGERS,0m,DACARC,LICHENS,LICHENS,1.5
THREEFINGERS,0m,THAVER,LICHENS,LICHENS,1.5
THREEFINGERS,10m,ARCRUB,DECIDUOUS SHRUBS,SHRUBS,5
THREEFINGERS,10m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,0.5
THREEFINGERS,10m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,2
THREEFINGERS,10m,VACVIT,EVERGREEN SHRUBS,SHRUBS,2
THREEFINGERS,10m,FLACUC,LICHENS,LICHENS,0.5
THREEFINGERS,10m,LICHEN,LICHENS,LICHENS,0.75
THREEFINGERS,10m,SPHGLO,LICHENS,LICHENS,0.375
THREEFINGERS,20m,ARCRUB,DECIDUOUS SHRUBS,SHRUBS,6.25
THREEFINGERS,20m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,2.5
THREEFINGERS,20m,VACVIT,EVERGREEN SHRUBS,SHRUBS,8
THREEFINGERS,20m,CLAMIT,LICHENS,LICHENS,0.833333333
THREEFINGERS,20m,FLACUC,LICHENS,LICHENS,0.75
THREEFINGERS,30m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,3
THREEFINGERS,30m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,3
THREEFINGERS,30m,VACVIT,EVERGREEN SHRUBS,SHRUBS,1
THREEFINGERS,30m,CETRA,LICHENS,LICHENS,0.75
THREEFINGERS,30m,CLAMIT,LICHENS,LICHENS,0.75
THREEFINGERS,30m,DACARC,LICHENS,LICHENS,1
THREEFINGERS,30m,MASRIC,LICHENS,LICHENS,1
THREEFINGERS,30m,THAVER,LICHENS,LICHENS,0.25
THREEFINGERS,40m,ARCRUB,DECIDUOUS SHRUBS,SHRUBS,2.5
THREEFINGERS,40m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,1
THREEFINGERS,40m,VACVIT,EVERGREEN SHRUBS,SHRUBS,1
THREEFINGERS,40m,CLAMIT,LICHENS,LICHENS,0.25
THREEFINGERS,40m,FLACUC,LICHENS,LICHENS,0.25
THREEFINGERS,40m,MASRIC,LICHENS,LICHENS,1
THREEFINGERS,40m,THAVER,LICHENS,LICHENS,1
THREEFINGERS,50m,BETUL,DECIDUOUS SHRUBS,SHRUBS,5
THREEFINGERS,50m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,3.5
THREEFINGERS,50m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,5
THREEFINGERS,50m,VACVIT,EVERGREEN SHRUBS,SHRUBS,6
THREEFINGERS,50m,CLAMIT,LICHENS,LICHENS,0.5
THREEFINGERS,50m,FLACUC,LICHENS,LICHENS,0.75
THREEFINGERS,60m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,2
THREEFINGERS,60m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,5
THREEFINGERS,60m,VACVIT,EVERGREEN SHRUBS,SHRUBS,19.5
THREEFINGERS,60m,CLAMIT,LICHENS,LICHENS,3
THREEFINGERS,60m,FLACUC,LICHENS,LICHENS,1
THREEFINGERS,60m,MASRIC,LICHENS,LICHENS,1
THREEFINGERS,60m,STEREO,LICHENS,LICHENS,1.5
THREEFINGERS,70m,BETUL,DECIDUOUS SHRUBS,SHRUBS,20
THREEFINGERS,70m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,23
THREEFINGERS,70m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,7.5
THREEFINGERS,70m,CLAMIT,LICHENS,LICHENS,0.5
THREEFINGERS,70m,FLACUC,LICHENS,LICHENS,2
THREEFINGERS,70m,MASRIC,LICHENS,LICHENS,1
THREEFINGERS,70m,STEREO,LICHENS,LICHENS,1
