id,site_code,quadrat_num,PFT,biomass_observed,biomass_predicted,metric
3540,SPRINGRIVER,70m,LICHENS,5.34,0,upr
3541,SPRINGRIVER,70m,TOTAL,86.376,33.63744816,ci
3542,SPRINGRIVER,70m,TOTAL,86.376,70.38597511,fit
3543,SPRINGRIVER,70m,TOTAL,86.376,54.78333181,lwr
3544,SPRINGRIVER,70m,TOTAL,86.376,88.44551526,upr
3545,SPRINGRIVER,90m,DECIDUOUS SHRUBS,1.712,1.106943734,ci
3546,SPRINGRIVER,90m,DECIDUOUS SHRUBS,1.712,2.111978177,fit
3547,SPRINGRIVER,90m,DECIDUOUS SHRUBS,1.712,1.791517559,lwr
3548,SPRINGRIVER,90m,DECIDUOUS SHRUBS,1.712,2.888593534,upr
3549,SPRINGRIVER,90m,EVERGREEN SHRUBS,102.496,37.41095427,ci
3550,SPRINGRIVER,90m,EVERGREEN SHRUBS,102.496,87.56464761,fit
3551,SPRINGRIVER,90m,EVERGREEN SHRUBS,102.496,70.05630841,lwr
3552,SPRINGRIVER,90m,EVERGREEN SHRUBS,102.496,107.6628405,upr
3553,SPRINGRIVER,90m,FORBS,16.676,1.603079692,ci
3554,SPRINGRIVER,90m,FORBS,16.676,2.513727589,fit
3555,SPRINGRIVER,90m,FORBS,16.676,1.577433866,lwr
3556,SPRINGRIVER,90m,FORBS,16.676,3.083824884,upr
3557,SPRINGRIVER,90m,GRAMINOIDS,1.736,11.22404526,ci
3558,SPRINGRIVER,90m,GRAMINOIDS,1.736,17.70422246,fit
3559,SPRINGRIVER,90m,GRAMINOIDS,1.736,15.87775394,lwr
3560,SPRINGRIVER,90m,GRAMINOIDS,1.736,27.14638329,upr
3561,SPRINGRIVER,90m,LICHENS,14.748,10.14533837,ci
3562,SPRINGRIVER,90m,LICHENS,14.748,20.76273802,fit
3563,SPRINGRIVER,90m,LICHENS,14.748,12.54792015,lwr
3564,SPRINGRIVER,90m,LICHENS,14.748,22.59288546,upr
3565,SPRINGRIVER,90m,TOTAL,137.368,61.49036132,ci
3566,SPRINGRIVER,90m,TOTAL,137.368,130.6573139,fit
3567,SPRINGRIVER,90m,TOTAL,137.368,101.8509339,lwr
3568,SPRINGRIVER,90m,TOTAL,137.368,163.3745277,upr
3569,STONE01,10m,FORBS,0,0.044507787,ci
3570,STONE01,10m,FORBS,0,0.12916832,fit
3571,STONE01,10m,FORBS,0,0.035492178,lwr
3572,STONE01,10m,FORBS,0,0.166806579,upr
3573,STONE01,10m,GRAMINOIDS,9.44,1.805096475,ci
3574,STONE01,10m,GRAMINOIDS,9.44,4.370477575,fit
3575,STONE01,10m,GRAMINOIDS,9.44,2.944569525,lwr
3576,STONE01,10m,GRAMINOIDS,9.44,5.332526497,upr
3577,STONE01,10m,LICHENS,31,2.578893299,ci
3578,STONE01,10m,LICHENS,31,1.969032262,fit
3579,STONE01,10m,LICHENS,31,1.056923356,lwr
3580,STONE01,10m,LICHENS,31,3.246255349,upr
3581,STONE01,10m,TOTAL,379.76,78.03349553,ci
3582,STONE01,10m,TOTAL,379.76,139.5183063,fit
3583,STONE01,10m,TOTAL,379.76,103.1080974,lwr
3584,STONE01,10m,TOTAL,379.76,180.5043302,upr
3585,STONE01,30m,FORBS,0,0,ci
3586,STONE01,30m,FORBS,0,0,fit
3587,STONE01,30m,FORBS,0,0,lwr
3588,STONE01,30m,FORBS,0,0,upr
3589,STONE01,30m,GRAMINOIDS,34.2,3.355710632,ci
3590,STONE01,30m,GRAMINOIDS,34.2,8.020946629,fit
3591,STONE01,30m,GRAMINOIDS,34.2,6.31239143,lwr
3592,STONE01,30m,GRAMINOIDS,34.2,9.662776802,upr
3593,STONE01,30m,LICHENS,0,21.99179365,ci
3594,STONE01,30m,LICHENS,0,18.1631007,fit
3595,STONE01,30m,LICHENS,0,9.195561972,lwr
3596,STONE01,30m,LICHENS,0,28.94469158,upr
3597,STONE01,30m,TOTAL,303.76,96.89694749,ci
3598,STONE01,30m,TOTAL,303.76,157.0246592,fit
3599,STONE01,30m,TOTAL,303.76,112.7124732,lwr
3600,STONE01,30m,TOTAL,303.76,209.932296,upr
3601,STONE01,50m,FORBS,1.52,1.366450956,ci
3602,STONE01,50m,FORBS,1.52,0.422122262,fit
3603,STONE01,50m,FORBS,1.52,0.248822557,lwr
3604,STONE01,50m,FORBS,1.52,1.178590246,upr
3605,STONE01,50m,GRAMINOIDS,7.72,4.920398411,ci
3606,STONE01,50m,GRAMINOIDS,7.72,10.21746846,fit
3607,STONE01,50m,GRAMINOIDS,7.72,7.783445474,lwr
3608,STONE01,50m,GRAMINOIDS,7.72,10.13059533,upr
3609,STONE01,50m,LICHENS,8.44,21.1280158,ci
3610,STONE01,50m,LICHENS,8.44,19.49746077,fit
3611,STONE01,50m,LICHENS,8.44,9.267926326,lwr
3612,STONE01,50m,LICHENS,8.44,33.79938267,upr
3613,STONE01,50m,TOTAL,134.04,71.26251754,ci
3614,STONE01,50m,TOTAL,134.04,107.1735542,fit
3615,STONE01,50m,TOTAL,134.04,75.73867587,lwr
3616,STONE01,50m,TOTAL,134.04,145.9792229,upr
3617,STONE01,70m,GRAMINOIDS,10.72,11.02875372,ci
3618,STONE01,70m,GRAMINOIDS,10.72,23.02103069,fit
3619,STONE01,70m,GRAMINOIDS,10.72,16.10249876,lwr
3620,STONE01,70m,GRAMINOIDS,10.72,31.53325394,upr
3621,STONE01,70m,LICHENS,8.96,19.32373904,ci
3622,STONE01,70m,LICHENS,8.96,16.97013998,fit
3623,STONE01,70m,LICHENS,8.96,9.407054047,lwr
3624,STONE01,70m,LICHENS,8.96,27.51289459,upr
3625,STONE01,70m,TOTAL,144.6,69.69498241,ci
3626,STONE01,70m,TOTAL,144.6,108.7843589,fit
3627,STONE01,70m,TOTAL,144.6,77.30410576,lwr
3628,STONE01,70m,TOTAL,144.6,147.6282757,upr
3629,STONE01,90m,FORBS,0,0,ci
3630,STONE01,90m,FORBS,0,0,fit
3631,STONE01,90m,FORBS,0,0,lwr
3632,STONE01,90m,FORBS,0,0,upr
3633,STONE01,90m,GRAMINOIDS,24.6,4.310139311,ci
3634,STONE01,90m,GRAMINOIDS,24.6,6.13169879,fit
3635,STONE01,90m,GRAMINOIDS,24.6,4.370370871,lwr
3636,STONE01,90m,GRAMINOIDS,24.6,7.99166704,upr
3637,STONE01,90m,LICHENS,26.4,6.213995398,ci
3638,STONE01,90m,LICHENS,26.4,4.929352455,fit
3639,STONE01,90m,LICHENS,26.4,2.67366922,lwr
3640,STONE01,90m,LICHENS,26.4,9.523243569,upr
3641,STONE01,90m,TOTAL,236.28,31.39636831,ci
3642,STONE01,90m,TOTAL,236.28,48.83238684,fit
3643,STONE01,90m,TOTAL,236.28,35.01422307,lwr
3644,STONE01,90m,TOTAL,236.28,65.17937469,upr
3645,STONE02,10m,FORBS,0.36,0.622776777,ci
3646,STONE02,10m,FORBS,0.36,0.891664654,fit
3647,STONE02,10m,FORBS,0.36,0.612526983,lwr
3648,STONE02,10m,FORBS,0.36,1.23530373,upr
3649,STONE02,10m,GRAMINOIDS,16.56,0.549218262,ci
3650,STONE02,10m,GRAMINOIDS,16.56,2.620251729,fit
3651,STONE02,10m,GRAMINOIDS,16.56,2.068744895,lwr
3652,STONE02,10m,GRAMINOIDS,16.56,3.237122006,upr
3653,STONE02,10m,LICHENS,0.32,0,ci
3654,STONE02,10m,LICHENS,0.32,0,fit
3655,STONE02,10m,LICHENS,0.32,0,lwr
3656,STONE02,10m,LICHENS,0.32,0,upr
3657,STONE02,10m,TOTAL,211.68,141.6945146,ci
3658,STONE02,10m,TOTAL,211.68,304.4575927,fit
3659,STONE02,10m,TOTAL,211.68,237.7714786,lwr
3660,STONE02,10m,TOTAL,211.68,380.3406455,upr
3661,STONE02,30m,FORBS,0.2,0,ci
3662,STONE02,30m,FORBS,0.2,0,fit
3663,STONE02,30m,FORBS,0.2,0,lwr
3664,STONE02,30m,FORBS,0.2,0,upr
3665,STONE02,30m,GRAMINOIDS,5.16,2.470504018,ci
3666,STONE02,30m,GRAMINOIDS,5.16,5.666846964,fit
3667,STONE02,30m,GRAMINOIDS,5.16,3.892382288,lwr
3668,STONE02,30m,GRAMINOIDS,5.16,7.074209816,upr
3669,STONE02,30m,LICHENS,2.72,0,ci
3670,STONE02,30m,LICHENS,2.72,0,fit
3671,STONE02,30m,LICHENS,2.72,0,lwr
3672,STONE02,30m,LICHENS,2.72,0,upr
3673,STONE02,30m,TOTAL,310.76,175.5740725,ci
3674,STONE02,30m,TOTAL,310.76,381.3228076,fit
3675,STONE02,30m,TOTAL,310.76,297.9979304,lwr
3676,STONE02,30m,TOTAL,310.76,474.2833252,upr
3677,STONE02,50m,DECIDUOUS SHRUBS,62.32,2.614059955,ci
3678,STONE02,50m,DECIDUOUS SHRUBS,62.32,5.861528233,fit
3679,STONE02,50m,DECIDUOUS SHRUBS,62.32,4.627556093,lwr
3680,STONE02,50m,DECIDUOUS SHRUBS,62.32,7.509788513,upr
3681,STONE02,50m,EVERGREEN SHRUBS,0,8.166988994,ci
3682,STONE02,50m,EVERGREEN SHRUBS,0,18.47318917,fit
3683,STONE02,50m,EVERGREEN SHRUBS,0,14.37053845,lwr
3684,STONE02,50m,EVERGREEN SHRUBS,0,22.45516461,upr
3685,STONE02,50m,FORBS,0,0,ci
3686,STONE02,50m,FORBS,0,0,fit
3687,STONE02,50m,FORBS,0,0,lwr
3688,STONE02,50m,FORBS,0,0,upr
3689,STONE02,50m,GRAMINOIDS,27.48,4.33380873,ci
3690,STONE02,50m,GRAMINOIDS,27.48,11.4540031,fit
3691,STONE02,50m,GRAMINOIDS,27.48,9.303624969,lwr
3692,STONE02,50m,GRAMINOIDS,27.48,12.92495541,upr
3693,STONE02,50m,LICHENS,0,0,ci
3694,STONE02,50m,LICHENS,0,0,fit
3695,STONE02,50m,LICHENS,0,0,lwr
3696,STONE02,50m,LICHENS,0,0,upr
3697,STONE02,50m,TOTAL,89.8,15.11485768,ci
3698,STONE02,50m,TOTAL,89.8,35.7887205,fit
3699,STONE02,50m,TOTAL,89.8,28.30171951,lwr
3700,STONE02,50m,TOTAL,89.8,42.88990853,upr
3701,STONE02,70m,FORBS,0,0,ci
3702,STONE02,70m,FORBS,0,0,fit
3703,STONE02,70m,FORBS,0,0,lwr
3704,STONE02,70m,FORBS,0,0,upr
3705,STONE02,70m,GRAMINOIDS,21.56,10.4623013,ci
3706,STONE02,70m,GRAMINOIDS,21.56,25.4129187,fit
3707,STONE02,70m,GRAMINOIDS,21.56,20.6801226,lwr
3708,STONE02,70m,GRAMINOIDS,21.56,30.90470494,upr
3709,STONE02,70m,LICHENS,5.28,0.415053219,ci
3710,STONE02,70m,LICHENS,5.28,0.658681944,fit
3711,STONE02,70m,LICHENS,5.28,0.46750135,lwr
3712,STONE02,70m,LICHENS,5.28,0.882554561,upr
3713,STONE02,70m,TOTAL,278.04,66.85644962,ci
3714,STONE02,70m,TOTAL,278.04,154.462329,fit
3715,STONE02,70m,TOTAL,278.04,122.6362447,lwr
3716,STONE02,70m,TOTAL,278.04,190.145072,upr
3717,STONE02,90m,FORBS,0,0,ci
3718,STONE02,90m,FORBS,0,0,fit
3719,STONE02,90m,FORBS,0,0,lwr
3720,STONE02,90m,FORBS,0,0,upr
3721,STONE02,90m,GRAMINOIDS,18.92,7.207030056,ci
3722,STONE02,90m,GRAMINOIDS,18.92,16.50524376,fit
3723,STONE02,90m,GRAMINOIDS,18.92,12.30184781,lwr
3724,STONE02,90m,GRAMINOIDS,18.92,19.47265541,upr
3725,STONE02,90m,LICHENS,16,0.039616585,ci
3726,STONE02,90m,LICHENS,16,0.101262473,fit
3727,STONE02,90m,LICHENS,16,0.082422867,lwr
3728,STONE02,90m,LICHENS,16,0.122039452,upr
3729,STONE02,90m,TOTAL,182.68,54.75795109,ci
3730,STONE02,90m,TOTAL,182.68,116.4965395,fit
3731,STONE02,90m,TOTAL,182.68,92.0143483,lwr
3732,STONE02,90m,TOTAL,182.68,146.6930123,upr
3733,SWEDE,10m,DECIDUOUS SHRUBS,8.404,42.37250797,ci
3734,SWEDE,10m,DECIDUOUS SHRUBS,8.404,56.80704262,fit
3735,SWEDE,10m,DECIDUOUS SHRUBS,8.404,40.66999121,lwr
3736,SWEDE,10m,DECIDUOUS SHRUBS,8.404,79.29494511,upr
3737,SWEDE,10m,EVERGREEN SHRUBS,221.84,138.3807769,ci
3738,SWEDE,10m,EVERGREEN SHRUBS,221.84,243.8860527,fit
3739,SWEDE,10m,EVERGREEN SHRUBS,221.84,176.0645598,lwr
3740,SWEDE,10m,EVERGREEN SHRUBS,221.84,313.9498744,upr
3741,SWEDE,10m,FORBS,2.008,4.926961337,ci
3742,SWEDE,10m,FORBS,2.008,4.921858298,fit
3743,SWEDE,10m,FORBS,2.008,3.189899387,lwr
3744,SWEDE,10m,FORBS,2.008,7.449601345,upr
3745,SWEDE,10m,GRAMINOIDS,6.18,22.52410409,ci
3746,SWEDE,10m,GRAMINOIDS,6.18,44.91121736,fit
3747,SWEDE,10m,GRAMINOIDS,6.18,35.05774422,lwr
3748,SWEDE,10m,GRAMINOIDS,6.18,61.86631339,upr
3749,SWEDE,10m,LICHENS,73.22,2.813690841,ci
3750,SWEDE,10m,LICHENS,73.22,2.283797253,fit
3751,SWEDE,10m,LICHENS,73.22,0.934773393,lwr
3752,SWEDE,10m,LICHENS,73.22,4.177732456,upr
3753,SWEDE,10m,TOTAL,311.652,211.0180411,ci
3754,SWEDE,10m,TOTAL,311.652,352.8099682,fit
3755,SWEDE,10m,TOTAL,311.652,255.916968,lwr
3756,SWEDE,10m,TOTAL,311.652,466.7384667,upr
3757,SWEDE,30m,DECIDUOUS SHRUBS,49.012,4.117816934,ci
3758,SWEDE,30m,DECIDUOUS SHRUBS,49.012,5.262200873,fit
3759,SWEDE,30m,DECIDUOUS SHRUBS,49.012,3.274982113,lwr
3760,SWEDE,30m,DECIDUOUS SHRUBS,49.012,8.387305949,upr
3761,SWEDE,30m,EVERGREEN SHRUBS,183.468,70.2310823,ci
3762,SWEDE,30m,EVERGREEN SHRUBS,183.468,113.2992725,fit
3763,SWEDE,30m,EVERGREEN SHRUBS,183.468,83.18820752,lwr
3764,SWEDE,30m,EVERGREEN SHRUBS,183.468,155.5112488,upr
3765,SWEDE,30m,FORBS,4.82,13.38522086,ci
3766,SWEDE,30m,FORBS,4.82,12.81363151,fit
3767,SWEDE,30m,FORBS,4.82,7.684076552,lwr
3768,SWEDE,30m,FORBS,4.82,19.8159037,upr
3769,SWEDE,30m,GRAMINOIDS,6.4,23.92527277,ci
3770,SWEDE,30m,GRAMINOIDS,6.4,39.94783901,fit
3771,SWEDE,30m,GRAMINOIDS,6.4,27.85617554,lwr
3772,SWEDE,30m,GRAMINOIDS,6.4,50.57909911,upr
3773,SWEDE,30m,LICHENS,159.024,84.58593541,ci
3774,SWEDE,30m,LICHENS,159.024,54.51097072,fit
3775,SWEDE,30m,LICHENS,159.024,20.48929068,lwr
3776,SWEDE,30m,LICHENS,159.024,104.0437056,upr
3777,SWEDE,30m,TOTAL,402.724,196.2453283,ci
3778,SWEDE,30m,TOTAL,402.724,225.8339146,fit
3779,SWEDE,30m,TOTAL,402.724,142.4927324,lwr
3780,SWEDE,30m,TOTAL,402.724,338.3372632,upr
3781,SWEDE,50m,DECIDUOUS SHRUBS,61.976,34.88222937,ci
3782,SWEDE,50m,DECIDUOUS SHRUBS,61.976,46.48244482,fit
3783,SWEDE,50m,DECIDUOUS SHRUBS,61.976,29.04599457,lwr
3784,SWEDE,50m,DECIDUOUS SHRUBS,61.976,63.72994912,upr
3785,SWEDE,50m,EVERGREEN SHRUBS,216.012,53.55026327,ci
3786,SWEDE,50m,EVERGREEN SHRUBS,216.012,93.65494937,fit
3787,SWEDE,50m,EVERGREEN SHRUBS,216.012,70.13058727,lwr
3788,SWEDE,50m,EVERGREEN SHRUBS,216.012,129.0990841,upr
3789,SWEDE,50m,FORBS,15.992,45.77299825,ci
3790,SWEDE,50m,FORBS,15.992,34.44761877,fit
3791,SWEDE,50m,FORBS,15.992,16.72754917,lwr
3792,SWEDE,50m,FORBS,15.992,61.52625181,upr
3793,SWEDE,50m,GRAMINOIDS,14.284,4.152819834,ci
3794,SWEDE,50m,GRAMINOIDS,14.284,9.060760061,fit
3795,SWEDE,50m,GRAMINOIDS,14.284,7.282785052,lwr
3796,SWEDE,50m,GRAMINOIDS,14.284,10.51128813,upr
3797,SWEDE,50m,LICHENS,1.828,25.57586348,ci
3798,SWEDE,50m,LICHENS,1.828,15.19180712,fit
3799,SWEDE,50m,LICHENS,1.828,5.094983676,lwr
3800,SWEDE,50m,LICHENS,1.828,26.8573381,upr
3801,SWEDE,50m,TOTAL,310.092,163.9341742,ci
3802,SWEDE,50m,TOTAL,310.092,198.8375801,fit
3803,SWEDE,50m,TOTAL,310.092,128.2818997,lwr
3804,SWEDE,50m,TOTAL,310.092,291.7239112,upr
3805,SWEDE,70m,DECIDUOUS SHRUBS,33.428,41.72972224,ci
3806,SWEDE,70m,DECIDUOUS SHRUBS,33.428,57.96742862,fit
3807,SWEDE,70m,DECIDUOUS SHRUBS,33.428,38.97827552,lwr
3808,SWEDE,70m,DECIDUOUS SHRUBS,33.428,78.70048119,upr
3809,SWEDE,70m,EVERGREEN SHRUBS,46.796,62.36542586,ci
3810,SWEDE,70m,EVERGREEN SHRUBS,46.796,94.93344206,fit
3811,SWEDE,70m,EVERGREEN SHRUBS,46.796,63.71617663,lwr
3812,SWEDE,70m,EVERGREEN SHRUBS,46.796,140.6119532,upr
3813,SWEDE,70m,FORBS,2.18,62.72799976,ci
3814,SWEDE,70m,FORBS,2.18,58.67758061,fit
3815,SWEDE,70m,FORBS,2.18,32.62632643,lwr
3816,SWEDE,70m,FORBS,2.18,91.21291432,upr
3817,SWEDE,70m,GRAMINOIDS,12.584,25.17953556,ci
3818,SWEDE,70m,GRAMINOIDS,12.584,49.18560339,fit
3819,SWEDE,70m,GRAMINOIDS,12.584,38.50991014,lwr
3820,SWEDE,70m,GRAMINOIDS,12.584,59.9651504,upr
3821,SWEDE,70m,LICHENS,0,0.212477613,ci
3822,SWEDE,70m,LICHENS,0,0,fit
3823,SWEDE,70m,LICHENS,0,0.471021667,lwr
3824,SWEDE,70m,LICHENS,0,0.088259667,upr
3825,SWEDE,70m,TOTAL,94.988,192.215161,ci
3826,SWEDE,70m,TOTAL,94.988,260.7640547,fit
3827,SWEDE,70m,TOTAL,94.988,174.3017104,lwr
3828,SWEDE,70m,TOTAL,94.988,370.5787587,upr
3829,SWEDE,90m,DECIDUOUS SHRUBS,57.864,23.61552157,ci
3830,SWEDE,90m,DECIDUOUS SHRUBS,57.864,30.60809341,fit
3831,SWEDE,90m,DECIDUOUS SHRUBS,57.864,17.88277224,lwr
3832,SWEDE,90m,DECIDUOUS SHRUBS,57.864,46.03692154,upr
3833,SWEDE,90m,EVERGREEN SHRUBS,108.156,51.05081816,ci
3834,SWEDE,90m,EVERGREEN SHRUBS,108.156,68.68967978,fit
3835,SWEDE,90m,EVERGREEN SHRUBS,108.156,50.91563255,lwr
3836,SWEDE,90m,EVERGREEN SHRUBS,108.156,98.0870042,upr
3837,SWEDE,90m,FORBS,5.448,66.9176884,ci
3838,SWEDE,90m,FORBS,5.448,63.28584753,fit
3839,SWEDE,90m,FORBS,5.448,31.05245436,lwr
3840,SWEDE,90m,FORBS,5.448,99.0652381,upr
3841,SWEDE,90m,GRAMINOIDS,5.016,6.323282211,ci
3842,SWEDE,90m,GRAMINOIDS,5.016,8.469539379,fit
3843,SWEDE,90m,GRAMINOIDS,5.016,6.15376114,lwr
3844,SWEDE,90m,GRAMINOIDS,5.016,12.01824987,upr
3845,SWEDE,90m,LICHENS,20.42,13.05158332,ci
3846,SWEDE,90m,LICHENS,20.42,8.029313586,fit
3847,SWEDE,90m,LICHENS,20.42,2.971591501,lwr
3848,SWEDE,90m,LICHENS,20.42,15.91050566,upr
3849,SWEDE,90m,TOTAL,196.904,160.9588937,ci
3850,SWEDE,90m,TOTAL,196.904,179.0824737,fit
3851,SWEDE,90m,TOTAL,196.904,108.9762118,lwr
3852,SWEDE,90m,TOTAL,196.904,271.1179194,upr
3853,THISTLE,10m,DECIDUOUS SHRUBS,5.484,0.214283019,ci
3854,THISTLE,10m,DECIDUOUS SHRUBS,5.484,1.018948019,fit
3855,THISTLE,10m,DECIDUOUS SHRUBS,5.484,0.687892742,lwr
3856,THISTLE,10m,DECIDUOUS SHRUBS,5.484,0.490876913,upr
3857,THISTLE,10m,EVERGREEN SHRUBS,96.128,31.35828736,ci
3858,THISTLE,10m,EVERGREEN SHRUBS,96.128,50.76206874,fit
3859,THISTLE,10m,EVERGREEN SHRUBS,96.128,37.69946218,lwr
3860,THISTLE,10m,EVERGREEN SHRUBS,96.128,68.40782054,upr
3861,THISTLE,10m,FORBS,18.512,26.18651121,ci
3862,THISTLE,10m,FORBS,18.512,20.24040816,fit
3863,THISTLE,10m,FORBS,18.512,9.424706023,lwr
3864,THISTLE,10m,FORBS,18.512,35.59482686,upr
3865,THISTLE,10m,GRAMINOIDS,13.664,16.93791777,ci
3866,THISTLE,10m,GRAMINOIDS,13.664,43.02157981,fit
3867,THISTLE,10m,GRAMINOIDS,13.664,30.07465037,lwr
3868,THISTLE,10m,GRAMINOIDS,13.664,58.20695232,upr
3869,THISTLE,10m,LICHENS,225.796,233.7870608,ci
3870,THISTLE,10m,LICHENS,225.796,241.3324494,fit
3871,THISTLE,10m,LICHENS,225.796,142.0817907,lwr
3872,THISTLE,10m,LICHENS,225.796,365.3276893,upr
3873,THISTLE,10m,TOTAL,359.584,308.4840601,ci
3874,THISTLE,10m,TOTAL,359.584,356.3754541,fit
3875,THISTLE,10m,TOTAL,359.584,219.968502,lwr
3876,THISTLE,10m,TOTAL,359.584,528.0281659,upr
3877,THISTLE,30m,DECIDUOUS SHRUBS,121.38,50.07538258,ci
3878,THISTLE,30m,DECIDUOUS SHRUBS,121.38,82.70606291,fit
3879,THISTLE,30m,DECIDUOUS SHRUBS,121.38,63.98408926,lwr
3880,THISTLE,30m,DECIDUOUS SHRUBS,121.38,109.5405517,upr
3881,THISTLE,30m,EVERGREEN SHRUBS,127.776,81.55896586,ci
3882,THISTLE,30m,EVERGREEN SHRUBS,127.776,136.9561898,fit
3883,THISTLE,30m,EVERGREEN SHRUBS,127.776,99.14638996,lwr
3884,THISTLE,30m,EVERGREEN SHRUBS,127.776,182.1309172,upr
3885,THISTLE,30m,FORBS,0,0.920072094,ci
3886,THISTLE,30m,FORBS,0,1.368344158,fit
3887,THISTLE,30m,FORBS,0,0.951765396,lwr
3888,THISTLE,30m,FORBS,0,1.871837437,upr
3889,THISTLE,30m,GRAMINOIDS,12.092,8.580819093,ci
3890,THISTLE,30m,GRAMINOIDS,12.092,16.63281702,fit
3891,THISTLE,30m,GRAMINOIDS,12.092,11.81301316,lwr
3892,THISTLE,30m,GRAMINOIDS,12.092,21.23844326,upr
3893,THISTLE,30m,LICHENS,84.768,28.2441773,ci
3894,THISTLE,30m,LICHENS,84.768,32.86225076,fit
3895,THISTLE,30m,LICHENS,84.768,19.51441297,lwr
3896,THISTLE,30m,LICHENS,84.768,45.53982081,upr
3897,THISTLE,30m,TOTAL,346.016,169.3794169,ci
3898,THISTLE,30m,TOTAL,346.016,270.5256647,fit
3899,THISTLE,30m,TOTAL,346.016,195.4096707,lwr
3900,THISTLE,30m,TOTAL,346.016,360.3215705,upr
3901,THISTLE,50m,DECIDUOUS SHRUBS,75.404,63.62949586,ci
3902,THISTLE,50m,DECIDUOUS SHRUBS,75.404,114.4173096,fit
3903,THISTLE,50m,DECIDUOUS SHRUBS,75.404,81.82003804,lwr
3904,THISTLE,50m,DECIDUOUS SHRUBS,75.404,149.2945812,upr
3905,THISTLE,50m,EVERGREEN SHRUBS,124.308,85.73410053,ci
3906,THISTLE,50m,EVERGREEN SHRUBS,124.308,145.5671188,fit
3907,THISTLE,50m,EVERGREEN SHRUBS,124.308,107.5830476,lwr
3908,THISTLE,50m,EVERGREEN SHRUBS,124.308,188.9241292,upr
3909,THISTLE,50m,FORBS,0,2.982765637,ci
3910,THISTLE,50m,FORBS,0,2.915257037,fit
3911,THISTLE,50m,FORBS,0,2.280857332,lwr
3912,THISTLE,50m,FORBS,0,4.633493282,upr
3913,THISTLE,50m,GRAMINOIDS,14.076,8.948628897,ci
3914,THISTLE,50m,GRAMINOIDS,14.076,16.3910024,fit
3915,THISTLE,50m,GRAMINOIDS,14.076,12.96816785,lwr
3916,THISTLE,50m,GRAMINOIDS,14.076,24.20605405,upr
3917,THISTLE,50m,LICHENS,6.172,0,ci
3918,THISTLE,50m,LICHENS,6.172,0,fit
3919,THISTLE,50m,LICHENS,6.172,0,lwr
3920,THISTLE,50m,LICHENS,6.172,0,upr
3921,THISTLE,50m,TOTAL,219.96,161.2949909,ci
3922,THISTLE,50m,TOTAL,219.96,279.2906878,fit
3923,THISTLE,50m,TOTAL,219.96,204.6521109,lwr
3924,THISTLE,50m,TOTAL,219.96,367.0582578,upr
3925,THISTLE,70m,DECIDUOUS SHRUBS,12.468,0,ci
3926,THISTLE,70m,DECIDUOUS SHRUBS,12.468,0,fit
3927,THISTLE,70m,DECIDUOUS SHRUBS,12.468,0,lwr
3928,THISTLE,70m,DECIDUOUS SHRUBS,12.468,0,upr
3929,THISTLE,70m,EVERGREEN SHRUBS,53.136,28.70885847,ci
3930,THISTLE,70m,EVERGREEN SHRUBS,53.136,45.58587993,fit
3931,THISTLE,70m,EVERGREEN SHRUBS,53.136,33.8299466,lwr
3932,THISTLE,70m,EVERGREEN SHRUBS,53.136,61.01901492,upr
3933,THISTLE,70m,FORBS,3.932,0,ci
3934,THISTLE,70m,FORBS,3.932,0,fit
3935,THISTLE,70m,FORBS,3.932,0,lwr
3936,THISTLE,70m,FORBS,3.932,0,upr
3937,THISTLE,70m,GRAMINOIDS,17.524,11.94936317,ci
3938,THISTLE,70m,GRAMINOIDS,17.524,28.35531678,fit
3939,THISTLE,70m,GRAMINOIDS,17.524,21.53706203,lwr
3940,THISTLE,70m,GRAMINOIDS,17.524,34.51429733,upr
3941,THISTLE,70m,LICHENS,250.832,25.79549546,ci
3942,THISTLE,70m,LICHENS,250.832,28.89610614,fit
3943,THISTLE,70m,LICHENS,250.832,16.7920893,lwr
3944,THISTLE,70m,LICHENS,250.832,42.04308791,upr
3945,THISTLE,70m,TOTAL,337.892,66.4537171,ci
3946,THISTLE,70m,TOTAL,337.892,102.8373028,fit
3947,THISTLE,70m,TOTAL,337.892,72.15909793,lwr
3948,THISTLE,70m,TOTAL,337.892,137.5764002,upr
3949,THISTLE,90m,DECIDUOUS SHRUBS,31.74,0.836292581,ci
3950,THISTLE,90m,DECIDUOUS SHRUBS,31.74,0.741464172,fit
3951,THISTLE,90m,DECIDUOUS SHRUBS,31.74,0.761340381,lwr
3952,THISTLE,90m,DECIDUOUS SHRUBS,31.74,1.539470435,upr
3953,THISTLE,90m,EVERGREEN SHRUBS,5.496,9.269050361,ci
3954,THISTLE,90m,EVERGREEN SHRUBS,5.496,13.96842757,fit
3955,THISTLE,90m,EVERGREEN SHRUBS,5.496,9.399360411,lwr
3956,THISTLE,90m,EVERGREEN SHRUBS,5.496,15.64523751,upr
3957,THISTLE,90m,FORBS,11.548,0.183562569,ci
3958,THISTLE,90m,FORBS,11.548,0.145968348,fit
3959,THISTLE,90m,FORBS,11.548,0.068614513,lwr
3960,THISTLE,90m,FORBS,11.548,0.439824082,upr
3961,THISTLE,90m,GRAMINOIDS,8.452,0.914901145,ci
3962,THISTLE,90m,GRAMINOIDS,8.452,0.753141366,fit
3963,THISTLE,90m,GRAMINOIDS,8.452,0.674140424,lwr
